PK_Employé,Matricule,Qualité,Genre,Age,Pays de naissance,Ville de naissance,Situation familiale,Nombre de personnes à charge,Nombre de personnes à charge.1,Nombre d'enfants SFT,Etablissement,Code-Département,Code-Unité organisationnelle,Poste,Code-Classification,Code-Qualification,Expérience en Année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Hérité de l'affectation,Type d'affectation,Type de rattachement,Type travail,Etat de la mobilité,Pourcentage d'affectation,Pourcentage d'affectation budgeté,NbAbsencesTotaleParEmployé,TauxAbsenteisme,Droits Congés Payés,Note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation
5669,945DATA059,Mr.,Masculin,31,Sénégal,SEN,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000061,Conseiller Commercial,EMP,E2,5,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,139,0.10296296296296296,"1,5 jours par mois",-99,SBM,103.17,2.563,Mutation,4128.17,Actif
5670,945DATA062,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DRH22,Responsable De Programme,CAD,C2,1,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,65,0.20833333333333334,2 jours par mois,-99,SBM,3232.17,14.164,Promotion,26052,Actif
5671,945DATA064,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000538,Responsable D'Équipe,EMP,E2,4,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Travail à distance,Locale,100,100,35,0.032407407407407406,"1,5 jours par mois",-99,SBM,39.3,1.358,Augmentation SMIG,2932.2,Actif
5672,945DATA072,Mr.,Masculin,32,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000911,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,13,0.04814814814814815,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5673,945DATA076,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,31,0.11481481481481481,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5674,945DATAM00,Mr.,Masculin,39,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000264,Conseiller Digital,EMP,E2,8,J03,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,375,0.16276041666666666,"1,5 jours par mois",94,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5675,946DATA004,Mme.,Féminin,51,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DMG1,Chargé Logistique Et Affaires Générales,EMP,E3,18,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,604,0.10754985754985755,2 jours par mois,101,SBM,119.07,2,Campagne Augmentat,6072.57,Actif
5676,946DATA007,Mr.,Masculin,35,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,8,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,223,0.10324074074074074,"1,5 jours par mois",101,SBM,250,5.263,Non défini,5000,Actif
5677,946DATA030,Mr.,Masculin,38,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000886,Conseilleur Technique,EMP,E2,11,S03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,160,0.05387205387205387,"1,5 jours par mois",101,SBM,250,4.762,Campagne Augmentat,5500,Actif
5678,946DATA038,Mme.,Féminin,31,Maroc,MEKNES,Marié(e),0,0,0,MA-Cns,PRO,P00000550,Conseiller Commercial,EMP,E2,8,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,137,0.06342592592592593,"1,5 jours par mois",113,SBM,250,5.556,Campagne Augmentat,4750,Actif
5679,946DATA040,Mme.,Féminin,35,Maroc,RABAT,Marié(e),0,0,0,MA-HASSANE2,ADM,DOP2121,Business Analyst,CAS,A3,7,J01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,132,0.06984126984126984,"1,5 jours par mois",1,SBM,382.6,4,Campagne Augmentat,9947.6,Actif
5680,946DATA064,Mr.,Masculin,43,Maroc,MAR,Marié(e),1,0,1,MA-Cns,PRO,P00000538,Conseilleur Technique,EMP,E2,4,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Travail à distance,Locale,100,100,63,0.058333333333333334,"1,5 jours par mois",-99,SBM,135.43,4.681,Campagne Augmentat,3028.33,Actif
5681,946DATA076,Mr.,Masculin,23,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00001059,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,14,0.05185185185185185,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5682,946DATAM00,Mr.,Masculin,54,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,8,C02,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,152,0.06597222222222222,"1,5 jours par mois",105,SBM,225,5.882,Campagne Augmentat,4050,Actif
5683,947DATA031,Mme.,Féminin,37,Maroc,MAR,Marié(e),0,0,0,MA-Cns,SPR,QM MAR10,Contrôleur Qualité,EMP,E3,10,S03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,453,0.16777777777777778,"1,5 jours par mois",120,SBM,500,7.143,Campagne Augmentat,7500,Actif
5684,947DATA036,Mr.,Masculin,33,Maroc,MAR,Marié(e),1,0,1,MA-Cns,PRO,P00000645,Conseilleur Technique,EMP,E2,8,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,151,0.0699074074074074,"1,5 jours par mois",100,SBM,250,5.556,Campagne Augmentat,4750,Actif
5685,947DATA037,Mme.,Féminin,32,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000562,Conseilleur Technique,EMP,E2,7,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,178,0.09417989417989418,"1,5 jours par mois",88,SBM,250,6.25,Campagne Augmentat,4250,Actif
5686,947DATA042,Mme.,Féminin,41,Maroc,MEKNES,Marié(e),0,0,0,MA-Cns,PRO,P00000691,Chargé De Clientèle,EMP,E2,7,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,257,0.13597883597883598,"1,5 jours par mois",90,SBM,202,5.575,Campagne Augmentat,3825,Actif
5687,947DATA058,Mr.,Masculin,38,Maroc,MAR,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000831,Conseiller Commercial,EMP,E2,5,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,117,0.08666666666666667,"1,5 jours par mois",-99,SBM,131.1,2.838,Campagne Augmentat,4750,Actif
5688,947DATA076,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,13,0.04814814814814815,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5689,947DATAM00,Mr.,Masculin,35,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000872,Responsable D'Équipe,CAS,A2,8,J01,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,152,0.06597222222222222,"1,5 jours par mois",89,SBM,2340,65,Titularisation,5940,Actif
5690,948DATA032,Mr.,Masculin,55,Maroc,KHENIFRA,Marié(e),0,0,0,MA-Cns,PRO,P00000557,Chargé De Clientèle,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,133,0.2462962962962963,"1,5 jours par mois",93,SBM,180,4.681,Campagne Augmentat,4025,Actif
5691,948DATA033,Mr.,Masculin,41,Maroc,MAR,Marié(e),0,0,0,MA-InTownProd,PRO,P00000959,Responsable D'Équipe,CAS,A2,9,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,253,0.10411522633744856,"1,5 jours par mois",93,SBM,225.83,2.193,Mutation,10525.83,Actif
5692,948DATA059,Mr.,Masculin,27,Maroc,MAR,Célibataire,0,0,0,MA-HASSANE2,PRO,P00000831,Conseiller Commercial,EMP,E2,5,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,314,0.2325925925925926,"1,5 jours par mois",-99,SBM,230.75,5.59,Campagne Augmentat,4358.92,Actif
5693,948DATA071,Mme.,Féminin,34,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000306,Conseiller Commercial,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,35,0.06481481481481481,"1,5 jours par mois",-99,SBM,235,6.51,Non défini,3845,Actif
5694,948DATA072,Mr.,Masculin,24,Maroc,MAR,Célibataire,0,0,0,MA-Cns,ADM,DEP.COM60,Media Buy Specialist,CAS,A3,1,J01,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,14,0.04487179487179487,"1,5 jours par mois",-99,SBM,1884.19,18.773,Non défini,11921.11,Actif
5695,948DATAE21,Mr.,Masculin,49,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000378,Conseiller Commercial,EMP,E2,15,S03,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,179,0.04419753086419753,"1,5 jours par mois",108,SBM,0,0,Non défini,5800,Actif
5696,949DATA040,Mme.,Féminin,34,Maroc,RABAT,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000783,Responsable D'Équipe,CAS,A2,7,J01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,383,0.20264550264550266,"1,5 jours par mois",98,SBM,600,10,Titularisation,6600,Actif
5697,949DATA045,Mr.,Masculin,41,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000948,Responsable D'Équipe,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,66,0.040740740740740744,"1,5 jours par mois",106,SBM,225,5.556,Campagne Augmentat,4275,Actif
5698,949DATA059,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,FIN0031,Fp&A Manager,CAD,C2,5,C01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,71,0.04551282051282051,2 jours par mois,3,SBM,4440.76,22,Campagne Augmentat,24626.02,Actif
5699,949DATA069,Mr.,Masculin,27,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000953,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,37,0.04567901234567901,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5700,949DATA072,Mr.,Masculin,29,Tunisie,TUN,Marié(e),0,0,0,MA-Cns,PRO,P00000032,Conseilleur Technique,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,13,0.04814814814814815,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5701,949DATA076,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,19,0.07037037037037037,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5702,950DATA004,Mlle,Féminin,39,Maroc,MAR,Célibataire,0,0,0,MA-Cns,SPR,G04020400,Intégration & Operations Manager,CAD,C1,18,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,502,0.0893874643874644,2 jours par mois,99,SBM,2219.61,11.994,Campagne Augmentat,20725.21,Actif
5703,950DATA042,Mme.,Féminin,27,Maroc,MEKNES,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,7,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,116,0.061375661375661375,"1,5 jours par mois",100,SBM,202,5.575,Campagne Augmentat,3825,Actif
5704,950DATA045,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,HR002,Infirmier,EMP,E3,6,C01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,138,0.07371794871794872,2 jours par mois,81,SBM,484.45,12,Campagne Augmentat,4521.56,Actif
5705,950DATA064,Mme.,Féminin,32,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000584,Conseilleur Technique,EMP,E2,4,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Travail à distance,Locale,100,100,55,0.05092592592592592,"1,5 jours par mois",-99,SBM,135.43,4.681,Campagne Augmentat,3028.33,Actif
5706,950DATA071,Mr.,Masculin,36,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000887,Conseilleur Technique,EMP,E2,2,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,85,0.1574074074074074,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5707,950DATA076,Mr.,Masculin,33,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,21,0.07777777777777778,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5708,950DATAE20,Mlle,Féminin,40,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,7,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,111,0.05873015873015873,"1,5 jours par mois",92,SBM,250,5.263,Campagne Augmentat,5000,Actif
5709,951DATA000,Mr.,Masculin,50,Maroc,TETOUAN,Marié(e),0,0,0,MA-Cns,SPR,QM MAR5,Contrôleur Qualité,EMP,E3,14,S03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,296,0.07830687830687831,"1,5 jours par mois",119,SBM,600,8.108,Non défini,8000,Actif
5710,951DATA045,Mme.,Féminin,48,France,DIJON,Marié(e),0,0,0,MA-Cns,ADM,F00027,Chef De Projet,CAS,A2,5,J01,DD,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,119,0.07628205128205129,2 jours par mois,-99,SBM,0,0,Non défini,26137.37,Actif
5711,951DATA057,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000892,Conseilleur Technique,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,109,0.08074074074074074,"1,5 jours par mois",70,SBM,225,5.882,Campagne Augmentat,4050,Actif
5712,951DATA063,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000276,Chargé De Clientèle,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,60,0.05555555555555555,"1,5 jours par mois",-99,SBM,405,10.533,Campagne Augmentat,4250,Actif
5713,951DATA068,Mr.,Masculin,38,Sénégal,SEN,Marié(e),0,0,0,MA-TAC,PRO,P00000135,Chargé De Clientèle,EMP,E2,3,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,55,0.06790123456790123,"1,5 jours par mois",-99,SBM,121.59,2.945,Non défini,4250,Actif
5714,951DATA071,Mr.,Masculin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000887,Conseilleur Technique,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,12,0.022222222222222223,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5715,951DATA076,Mr.,Masculin,30,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,23,0.08518518518518518,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5716,952DATA030,Mr.,Masculin,37,Maroc,MAR,Marié(e),1,0,1,MA-Cns,PRO,P00000276,Conseilleur Technique,EMP,E2,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,135,0.07142857142857142,"1,5 jours par mois",106,SBM,250,5.556,Campagne Augmentat,4750,Actif
5717,952DATA043,Mme.,Féminin,33,Maroc,KENITRA,Marié(e),0,0,0,MA-Cns,PRO,P00000008,Conseilleur Technique,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,114,0.07037037037037037,"1,5 jours par mois",105,SBM,250,5.556,Campagne Augmentat,4750,Actif
5718,952DATA064,Mr.,Masculin,36,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,QM MAR2,Conseilleur Technique,EMP,E2,4,C03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,52,0.04814814814814815,"1,5 jours par mois",-99,SBM,250,5.556,Non défini,4750,Actif
5719,952DATA076,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,QM MAR15,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,10,0.037037037037037035,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5720,952DATAE21,Mr.,Masculin,46,Maroc,MAR,Célibataire,0,0,0,MA-TAC,PRO,P00000574,Responsable D'Équipe,CAS,A2,15,C03,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,179,0.04419753086419753,"1,5 jours par mois",107,SBM,303.94,3.341,Campagne Augmentat,9400,Actif
5721,952DATAM00,Mme.,Féminin,35,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,SPR,G01050200,Intégration & Operations Manager,CAD,C1,8,J01,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,127,0.055121527777777776,2 jours par mois,99,SBM,4117,60.993,Titularisation,10867,Actif
5722,953DATA043,Mr.,Masculin,46,Congo,COG,Célibataire,0,0,0,MA-Cns,PRO,P00000889,Conseilleur Technique,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,73,0.04506172839506173,"1,5 jours par mois",111,SBM,250,5.556,Campagne Augmentat,4750,Actif
5723,953DATA062,Mme.,Féminin,33,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000324,Conseiller Commercial,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,293,0.2712962962962963,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
5724,953DATA068,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,132,0.16296296296296298,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5725,953DATA072,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000032,Conseilleur Technique,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,12,0.044444444444444446,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5726,953DATA076,Mr.,Masculin,57,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,24,0.08888888888888889,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5727,954DATA001,Mr.,Masculin,35,Maroc,MOHAMMEDIA,Marié(e),0,0,0,MA-Cns,PRO,P00000887,Responsable D'Équipe,CAS,A2,13,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,291,0.0829059829059829,"1,5 jours par mois",102,SBM,500,5.952,Campagne Augmentat,8900,Actif
5728,954DATA044,Mme.,Féminin,32,Congo,COG,Marié(e),0,0,0,MA-Cns,PRO,DOP137,Conseilleur Technique,EMP,E2,6,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,89,0.05493827160493827,"1,5 jours par mois",88,SBM,250,5.882,Campagne Augmentat,4500,Actif
5729,954DATA060,Mme.,Féminin,35,Maroc,MAR,Marié(e),0,0,0,MA-MKS,PRO,P00000943,Chargé De Clientèle,EMP,E2,5,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,183,0.13555555555555557,"1,5 jours par mois",-99,SBM,109.18,2.938,Non défini,3825,Actif
5730,954DATA062,Mr.,Masculin,31,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000324,Conseiller Commercial,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,43,0.03981481481481482,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
5731,954DATA071,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00001184,Chargé De Clientèle,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Travail à distance,Locale,100,100,19,0.03518518518518519,"1,5 jours par mois",-99,SBM,133.2,4.759,Augmentation SMIG,2932.2,Actif
5732,954DATA076,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,18,0.06666666666666667,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5733,954DATAM00,Mme.,Féminin,31,Maroc,CASABLANCA,Marié(e),0,0,0,MA-MKS,PRO,P00000560,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,65,0.24074074074074073,"1,5 jours par mois",88,SBM,0,0,Non défini,3461,Actif
5734,955DATA000,Mr.,Masculin,51,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,ADM,DMG1,Coursier,EMP,E1,14,J01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,296,0.06776556776556776,2 jours par mois,-99,SBM,166.76,4,Campagne Augmentat,4335.69,Actif
5735,955DATA032,Mr.,Masculin,35,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000886,Conseilleur Technique,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,45,0.041666666666666664,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
5736,955DATA035,Mme.,Féminin,35,Maroc,EL JADIDA,Marié(e),0,0,0,MA-Cns,PRO,P00000902,Conseilleur Technique,EMP,E2,9,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,773,0.31810699588477365,"1,5 jours par mois",74,SBM,0,0,Non défini,3800,Actif
5737,955DATA045,Mme.,Féminin,49,Maroc,MAR,Marié(e),0,0,0,MA-Cns,SPR,G05050100,Intégration & Operations Manager,CAD,C1,6,J01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,64,0.03950617283950617,2 jours par mois,108,SBM,2100,17.647,Titularisation,14000,Actif
5738,955DATA058,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,5,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,143,0.10592592592592592,"1,5 jours par mois",58,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5739,955DATA068,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,42,0.05185185185185185,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5740,955DATA071,Mr.,Masculin,32,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000538,Conseilleur Technique,EMP,E2,2,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Travail à distance,Locale,100,100,13,0.024074074074074074,"1,5 jours par mois",-99,SBM,133.2,4.759,Augmentation SMIG,2932.2,Actif
5741,955DATA076,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,17,0.06296296296296296,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5742,956DATA035,Mr.,Masculin,32,Maroc,EL JADIDA,Célibataire,0,0,0,MA-Cns,PRO,P00000213,Conseilleur Technique,EMP,E2,9,C02,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,1,1,Administratif,Sur site,Locale,100,100,271,0.10976375950522786,"1,5 jours par mois",106,SBM,225,5,Non défini,4725,Actif
5743,956DATA044,Mr.,Masculin,48,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000760,Conseilleur Technique,EMP,E2,6,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,166,0.10246913580246914,"1,5 jours par mois",95,SBM,225,5.59,Campagne Augmentat,4250,Actif
5744,956DATA062,Mme.,Féminin,29,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,ADM,DEP.COM60,Community Manager,EMP,E2,4,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,72,0.06666666666666667,"1,5 jours par mois",-99,SBM,244.35,4,Campagne Augmentat,6353.13,Actif
5745,956DATA076,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,23,0.08518518518518518,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5746,956DATAM00,Mr.,Masculin,33,Maroc,CASABLANCA,Marié(e),0,0,0,MA-MKS,PRO,P00001018,Responsable D'Équipe,EMP,E1,8,S02,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,174,0.07552083333333333,"1,5 jours par mois",90,SBM,92.28,2.547,Mutation,3714.78,Actif
5747,957DATA037,Mme.,Féminin,34,Maroc,MARRAKECH,Marié(e),0,0,0,MA-Cns,PRO,P00001147,Conseilleur Technique,EMP,E1,8,S02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,299,0.13842592592592592,"1,5 jours par mois",78,SBM,225,5.921,Campagne Augmentat,4025,Actif
5748,957DATA038,Mr.,Masculin,35,Maroc,MAR,Célibataire,0,0,0,MA-Cns,ADM,DOP130,Technicien It,EMP,E4,8,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,200,0.08012820512820513,2 jours par mois,4,SBM,428.62,7,Campagne Augmentat,6551.81,Actif
